Price,Carat,Clarity,Color,Cut,Table,Length,Width,Depth,DepthPercentage
6789,1.43,SI1,J,Ideal,58,7.25,7.34,4.41,60.5
6793,1.32,VS1,I,Very Good,58,6.89,6.94,4.39,63.5
6793,1.03,VS2,G,Ideal,57,6.53,6.56,3.97,60.7
6793,1.15,VVS2,H,Very Good,58,6.87,6.9,4.05,58.8
6793,1.07,VS1,G,Ideal,57,6.52,6.58,4.05,61.8
6797,1.02,VVS2,H,Ideal,55,6.5,6.46,4.02,62.1
6804,0.9,IF,E,Good,56,6.11,6.02,3.86,63.6
6805,1.55,SI2,J,Ideal,56,7.42,7.38,4.59,62
6806,1.01,VS2,E,Ideal,60,6.46,6.47,3.91,60.5
6808,1.05,VS2,F,Very Good,57,6.45,6.48,4.06,62.8
6808,1.24,SI1,H,Premium,60,6.94,6.91,4.17,60.2
6809,1.06,VS2,G,Ideal,57,6.56,6.58,4.03,61.3
6809,1.04,VS2,G,Ideal,54,6.53,6.56,4.05,61.9
6810,1.1,VS2,F,Very Good,58,6.63,6.73,4.1,61.4
6810,1.32,SI1,I,Very Good,57,6.99,7.09,4.37,62.1
6813,1.58,SI2,F,Very Good,57,7.43,7.38,4.68,63.2
6814,1.04,VS1,G,Very Good,59,6.46,6.38,4.07,63.4
6817,2.17,I1,G,Fair,62,8.75,8.69,4.8,55.6
6818,1,VVS2,G,Very Good,57,6.21,6.28,4.05,64.9
6819,1.19,VS2,H,Very Good,58,6.78,6.83,4.16,61.1
6831,1.39,VS2,J,Ideal,57,7.2,7.25,4.4,60.9
6831,1.15,VS2,G,Very Good,58,6.62,6.7,4.19,62.9
6843,1.01,VVS2,G,Premium,58,6.46,6.51,3.98,61.4
6843,1.01,VS2,E,Good,59,6.31,6.34,4.04,63.9
6848,1.03,VS1,D,Very Good,61,6.57,6.62,3.93,59.6
6850,1.24,VS2,H,Premium,59,6.89,6.93,4.23,61.2
6857,1.19,SI1,D,Ideal,57,6.77,6.82,4.21,62
6860,1,VS2,E,Premium,62,6.47,6.44,3.99,61.8
6863,1.02,VVS2,F,Fair,58,6.22,6.28,4.05,64.8
6863,1.02,SI1,D,Very Good,56,6.55,6.57,3.96,60.3
6863,1.11,VS2,F,Premium,59,6.58,6.62,4.14,62.7
6864,1.03,VS1,G,Ideal,56,6.5,6.46,4.04,62.3
6868,1,VS2,D,Premium,60,6.57,6.52,3.9,59.6
6871,1,VS2,E,Ideal,55,6.4,6.36,4.01,62.9
6876,1.21,SI1,H,Ideal,54,6.8,6.86,4.25,62.2
6883,1,VS1,F,Very Good,60,6.33,6.42,3.96,62.1
6887,1.21,SI1,E,Ideal,56,6.83,6.76,4.21,62
6887,1.22,SI1,F,Premium,59,6.86,6.83,4.23,61.8
6888,1.23,SI1,G,Premium,59,6.88,6.81,4.19,61.2
6889,1.41,SI1,J,Ideal,55,7.18,7.21,4.48,62.3
6890,1.06,VS2,G,Ideal,54,6.54,6.58,4.06,61.9
6892,1.27,SI1,H,Premium,58,7.04,6.99,4.22,60.2
6900,1.01,VS2,F,Premium,61,6.59,6.55,3.89,59.2
6906,1.21,VS2,G,Good,59,6.59,6.67,4.22,63.7
6907,1.01,SI1,F,Ideal,56,6.41,6.46,3.99,62
6908,1.04,VS2,F,Premium,58,6.55,6.51,4.04,61.9
6915,1.02,VS2,E,Very Good,59,6.54,6.59,3.94,60
6917,1.31,VS2,I,Very Good,58,7.01,7.05,4.3,61.2
6922,1.03,VS2,E,Premium,61,6.42,6.36,4.02,62.9
6930,1.05,VS2,E,Premium,58,6.5,6.54,4.05,62.1
6931,1.3,VS1,I,Premium,59,6.97,6.91,4.32,62.2
6932,1.01,VVS2,F,Good,60,6.31,6.36,4.03,63.6
6932,1.01,VS1,G,Premium,58,6.49,6.52,3.95,60.7
6935,1.29,SI2,D,Premium,62,7.06,6.99,4.17,59.4
6936,1.05,VS1,G,Ideal,56,6.47,6.53,4.03,62
6939,1.1,VS2,G,Ideal,56,6.68,6.79,4.1,60.9
6945,1.06,VVS1,I,Ideal,57,6.62,6.66,4,60.2
6946,1.28,SI1,H,Premium,58,7,6.94,4.34,62.3
6951,1.01,VS1,G,Ideal,58,6.43,6.39,4,62.4
6951,1.01,VS1,G,Ideal,56,6.4,6.35,4,62.7
6953,1.11,VS2,G,Very Good,57,6.55,6.6,4.09,62.2
6954,1.16,VS2,H,Ideal,57,6.7,6.73,4.17,62.1
6956,1.2,VS2,H,Ideal,55,6.76,6.85,4.23,62.2
6957,1,VS2,F,Very Good,57,6.29,6.35,3.97,62.8
6958,1.24,SI1,H,Ideal,57,6.92,6.84,4.24,61.6
6961,1.35,VS2,I,Very Good,62,6.97,7.05,4.35,62.1
6961,1.08,VVS1,H,Ideal,54,6.56,6.58,4.1,62.5
6965,1.24,SI2,D,Premium,59,6.91,6.87,4.23,61.4
6969,1.22,SI2,D,Premium,60,6.88,6.82,4.24,61.9
6969,1.2,SI1,E,Good,61,6.61,6.67,4.25,64
6971,1.56,SI2,F,Premium,58,7.35,7.28,4.66,63
6972,1.1,VS2,G,Ideal,56,6.7,6.74,4.05,60.2
6973,1.2,SI1,F,Very Good,58,6.74,6.72,4.22,62.7
6974,1.02,VS2,D,Very Good,58,6.35,6.44,4.01,62.7
6975,1.01,VVS2,G,Very Good,57,6.29,6.36,4.01,63.3
6976,1.51,SI1,J,Fair,60,7.31,7.18,4.59,63.4
6979,1.5,SI2,H,Premium,61,7.34,7.27,4.47,61.2
6982,1.08,VS1,G,Premium,56,6.55,6.52,4.1,62.7
6982,1.52,VS2,J,Good,61,7.19,7.23,4.55,63.1
6982,1.08,VS1,G,Premium,55,6.6,6.53,4.13,62.9
6987,1.1,VS2,F,Very Good,57,6.65,6.71,4.08,61.1
6996,1.04,VS1,G,Premium,56,6.53,6.46,4.03,62
6996,1.4,SI2,H,Good,57,7.07,7.11,4.43,62.5
7003,1.16,VS2,F,Premium,58,6.71,6.65,4.19,62.7
7010,1.05,VS1,G,Very Good,56,6.45,6.51,4.04,62.3
7016,1,VVS2,F,Good,63,6.65,6.62,3.75,56.5
7019,2.11,I1,F,Fair,57,7.88,7.83,5.31,67.6
7022,1.52,SI1,J,Good,60,7.25,7.21,4.6,63.6
7025,1.28,VS1,I,Ideal,57,7.02,6.98,4.29,61.3
7026,1,VS2,D,Good,61,6.4,6.46,3.9,60.7
7031,1.27,VS1,I,Very Good,59,7.04,6.96,4.24,60.6
7032,1.09,VS2,G,Premium,59,6.65,6.6,4.04,61
7032,1.15,VS1,G,Premium,60,6.68,6.6,4.18,63
7044,1.3,SI2,D,Premium,58,6.98,6.91,4.27,61.5
7047,1.04,VS2,E,Premium,59,6.54,6.56,4,61.1
7047,1.21,VS1,H,Ideal,57,6.91,6.88,4.17,60.5
7047,1.21,VS2,G,Good,58,6.74,6.67,4.3,64.1
7055,1.09,VVS1,H,Ideal,56,6.64,6.67,4.09,61.4
7055,1.11,VS2,G,Premium,58,6.69,6.62,4.09,61.5
7055,1.02,VS1,G,Ideal,57,6.45,6.49,3.98,61.4
7056,1.5,SI2,F,Fair,59,7.13,7.05,4.59,64.7
7056,1,VS1,F,Ideal,55,6.42,6.39,3.95,61.7
7056,1,VS1,F,Premium,55,6.39,6.34,3.99,62.7
7056,1.26,SI1,H,Premium,57,7.01,6.93,4.27,61.3
7059,1.01,VVS2,F,Good,60,6.36,6.31,4.03,63.6
7063,1.05,VS1,G,Premium,58,6.51,6.48,4,61.6
7064,1.19,VS2,E,Good,60,7,6.9,3.99,57.4
7068,1.02,VS1,F,Good,57,6.35,6.39,4.06,63.7
7070,1.05,VS2,G,Ideal,54,6.53,6.55,4.07,62.2
7072,1.2,VS2,H,Very Good,60,6.72,6.78,4.22,62.5
7074,1.16,VS2,G,Ideal,57,6.66,6.72,4.17,62.3
7076,1.08,VS1,G,Fair,60,6.44,6.41,4.16,64.7
7076,1.17,VS2,G,Very Good,57,6.73,6.71,4.25,63.2
7076,1.5,SI2,D,Premium,59,7.54,7.46,4.47,59.6
7078,1.02,VS2,F,Ideal,55,6.47,6.5,4.02,62
7079,1.2,VVS2,I,Ideal,55,6.75,6.79,4.26,62.9
7080,1.59,SI2,I,Fair,58,7.28,7.24,4.73,65.2
7080,1.2,VVS1,I,Very Good,56,6.7,6.74,4.21,62.6
7084,1.4,SI2,H,Ideal,56,7.18,7.23,4.41,61.2
7085,1.22,SI1,E,Ideal,56,6.88,6.92,4.26,61.7
7088,1.21,SI1,E,Ideal,56,6.87,6.81,4.26,62.3
7094,1.56,VS2,J,Good,65,7.62,7.6,4.38,57.6
7096,1.15,VS1,I,Ideal,56,6.73,6.76,4.16,61.7
7102,1.03,VS2,D,Very Good,57,6.39,6.44,4.06,63.3
7105,1.22,VS1,H,Premium,56,6.82,6.74,4.25,62.7
7106,1.41,SI2,H,Premium,57,7.41,7.34,4.36,59.1
7111,1.21,VS1,I,Ideal,53,6.89,6.92,4.26,61.7
7113,1.21,VS2,H,Very Good,59,6.95,6.99,4.12,59.1
7118,1.02,VS1,D,Ideal,55,6.49,6.4,4.04,62.7
7120,0.94,VS2,F,Ideal,57,6.29,6.33,3.86,61.2
7123,1.59,SI2,F,Premium,58,7.49,7.45,4.64,62.2
7128,1.44,SI2,H,Very Good,61,7.45,7.51,4.35,58.2
7130,1.19,VS2,G,Premium,58,6.82,6.77,4.23,62.3
7131,0.91,VVS2,E,Very Good,61,6.24,6.2,3.8,61.1
7131,2.27,I1,G,Fair,56,7.99,7.94,5.47,68.6
7135,1.01,VS2,F,Very Good,55,6.31,6.38,4.05,63.8
7137,1.01,VVS2,G,Good,61,6.34,6.38,3.97,62.4
7140,1.5,SI2,I,Premium,62,7.46,7.39,4.42,59.5
7140,1.7,SI2,I,Premium,56,7.66,7.57,4.7,61.7
7141,1.2,IF,I,Very Good,61,6.91,6.99,4.11,59.1
7142,1.21,VS2,H,Premium,58,6.9,6.83,4.19,61
7145,1,SI1,E,Very Good,54,6.36,6.4,4.02,63
7147,1.19,VS1,H,Very Good,59,6.73,6.79,4.22,62.4
7153,1.12,SI1,D,Ideal,56,6.75,6.78,4.09,60.5
7154,1.22,VS2,F,Premium,60,6.85,6.74,4.28,63
7154,1.64,SI2,G,Good,58,7.45,7.41,4.74,63.8
7157,1.42,SI1,I,Ideal,57,7.23,7.15,4.45,61.9
7161,1.55,SI2,E,Premium,57,7.66,7.57,4.46,58.5
7162,1.51,SI2,I,Premium,59,7.28,7.31,4.57,62.6
7167,1.01,VVS2,G,Ideal,57,6.54,6.5,3.95,60.6
7168,1,VS2,E,Premium,58,6.41,6.38,3.92,61.3
7168,1.07,VS1,G,Very Good,58,6.48,6.52,4.08,62.8
7171,1.14,VS2,G,Ideal,57,6.72,6.68,4.12,61.5
7175,1.02,VS2,F,Ideal,56,6.39,6.54,4,62.3
7177,1.23,VS2,H,Very Good,63,6.95,6.91,4.17,60.2
7177,1.5,VS2,J,Good,58,7.2,7.23,4.59,63.6
7182,1.35,VS2,I,Fair,62,7.15,7.1,4.39,61.6
7186,1.33,VS2,I,Ideal,54,7.02,7.05,4.4,62.5
7187,1.5,SI2,H,Fair,53,7.14,7.11,4.67,65.5
7187,1.5,SI2,H,Premium,62,7.4,7.25,4.49,61.4
7191,1.2,SI1,D,Very Good,58,6.81,6.86,4.15,60.7
7192,1.03,VS2,E,Premium,59,6.53,6.47,3.98,61.2
7193,1.12,VS2,G,Ideal,54,6.65,6.7,4.15,62.2
7196,1.21,VS1,H,Very Good,59,6.88,6.97,4.18,60.4
7197,1.7,I1,H,Ideal,54,7.63,7.58,4.77,62.6
7201,1.22,VS2,H,Good,55,6.77,6.71,4.3,63.8
7203,1.21,SI1,E,Premium,58,6.79,6.82,4.26,62.6
7203,1.47,VS2,J,Premium,58,7.31,7.29,4.49,61.5
7207,1.04,VS1,F,Very Good,56,6.45,6.5,4.08,63
7208,1.04,SI1,E,Ideal,56,6.49,6.53,4.02,61.8
7208,1.51,SI2,F,Good,59,7.15,7.26,4.59,63.7
7219,1.27,VS2,H,Ideal,56,7.08,7.02,4.25,60.3
7220,1.04,VS2,D,Ideal,55,6.5,6.52,4.03,61.9
7222,1.24,VS1,H,Premium,59,6.9,6.83,4.27,62.2
7222,1.07,VS1,G,Ideal,57,6.57,6.6,4.04,61.4
7223,1.21,VS1,H,Premium,58,6.84,6.77,4.24,62.3
7226,1,VVS2,E,Good,56,6.19,6.24,4.06,65.3
7227,1.09,VS2,G,Ideal,57,6.68,6.73,4.06,60.6
7230,1.34,SI2,D,Very Good,59,6.99,7.03,4.37,62.3
7232,1.07,VS1,F,Premium,58,6.52,6.49,4.06,62.4
7233,1.03,VS1,F,Very Good,57,6.47,6.51,4.04,62.2
7233,1.38,VS1,H,Premium,60,7.21,7.16,4.38,61
7234,1.01,VS1,E,Good,58,6.36,6.38,4.04,63.4
7234,1.01,VVS2,G,Very Good,58,6.51,6.53,3.93,59.4
7234,1.01,VVS2,G,Very Good,58,6.38,6.42,4.02,62.8
7235,1.2,VS2,H,Ideal,56.6,6.74,6.8,4.22,62.4
7235,1,IF,H,Premium,57,6.54,6.47,3.94,60.6
7240,1.01,VS2,E,Premium,58,6.53,6.49,3.86,59.3
7240,1.07,VS2,E,Ideal,58,6.53,6.61,4.06,61.8
7245,1.61,SI2,J,Premium,59,7.52,7.47,4.66,62.2
7246,1.21,VS1,H,Very Good,58,6.71,6.74,4.19,62.3
7246,1.25,VS2,H,Premium,59,6.92,6.96,4.19,60.4
7255,1.51,VVS2,I,Good,58,7.29,7.26,4.63,63.6
7256,1.55,SI2,I,Premium,58,7.39,7.46,4.57,61.5
7260,1.25,SI1,E,Premium,59,6.98,7.02,4.26,60.9
7262,1.01,VS1,G,Ideal,54,6.41,6.43,3.99,62.1
7272,1.1,VS2,F,Very Good,58.5,6.5,6.59,4.1,62.7
7273,1.2,VS2,G,Very Good,59,6.68,6.74,4.19,62.4
7275,1.07,VS2,G,Ideal,55,6.55,6.57,4.06,61.9
7281,1,VS1,D,Very Good,60,6.44,6.49,3.88,60
7283,1.22,VS1,H,Premium,59,7.02,6.96,4.12,58.9
7286,1.07,SI1,F,Ideal,56,6.58,6.62,4.06,61.5
7291,1.5,SI2,H,Good,61,7.15,7.1,4.57,64.2
7291,1.24,SI1,D,Fair,67,7.27,7.11,4,55.6
7294,1.2,VS1,H,Ideal,57,6.69,6.76,4.17,62
7294,2.01,I1,F,Fair,66,8.3,8.19,4.84,58.7
7308,1.5,VS2,J,Premium,56,7.33,7.23,4.49,61.7
7312,1.27,VS2,I,Very Good,60,7.11,7.08,4.2,59.2
7316,1.42,SI2,H,Premium,58,7.22,7.17,4.43,61.6
7320,1.52,SI2,F,Very Good,60,7.25,7.21,4.56,63.1
7326,1.11,VS2,E,Ideal,56,6.59,6.66,4.12,62.2
7328,1.25,VS1,H,Premium,59,6.82,6.86,4.29,62.7
7328,1.03,VS1,F,Premium,59,6.46,6.48,4,61.8
7332,1.01,VS1,E,Very Good,60,6.33,6.43,4.01,62.9
7336,1,VS1,F,Premium,61,6.38,6.33,3.96,62.3
7340,1.51,SI2,H,Premium,58,7.34,7.2,4.52,62.1
7341,1.52,SI2,I,Premium,56,7.35,7.33,4.59,62.5
7349,1.21,SI1,F,Ideal,59,6.8,6.85,4.18,61.2
7351,1.24,SI1,D,Premium,59,6.82,6.86,4.27,62.4
7352,1.01,IF,G,Premium,58,6.48,6.4,3.95,61.3
7357,1.05,VS1,G,Ideal,57,6.49,6.51,4.04,62.2
7357,1.09,VS2,G,Ideal,56,6.62,6.64,4.06,61.2
7365,1.37,SI2,E,Very Good,59,6.98,7.04,4.38,62.5
7367,1.2,IF,I,Ideal,56,6.79,6.84,4.19,61.5
7384,1.51,SI2,D,Good,65,7.31,7.38,4.53,61.7
7385,1.09,VS2,F,Ideal,54,6.66,6.73,4.08,60.9
7387,1.23,VVS2,H,Ideal,55,6.9,6.94,4.24,61.3
7389,1.02,VS1,F,Premium,59,6.44,6.38,3.97,61.9
7392,1,VS1,E,Premium,60,6.44,6.41,3.98,61.9
7392,1,VS2,D,Premium,58,6.55,6.47,3.89,59.8
7392,1,VS1,E,Premium,62,6.6,6.55,3.86,58.7
7400,1.51,SI2,I,Very Good,59,7.27,7.32,4.56,62.5
7400,1.26,SI1,H,Ideal,57,7.01,6.97,4.25,60.8
7413,1.17,VS2,G,Ideal,56,6.71,6.74,4.17,62
7415,1.28,SI1,G,Ideal,58,6.89,6.95,4.32,62.4
7415,1.07,VS2,D,Very Good,57,6.51,6.59,4.09,62.4
7416,1.21,VS2,G,Very Good,58,6.77,6.71,4.25,63.1
7418,1.51,VS2,J,Premium,60,7.48,7.58,4.49,59.6
7418,1.51,VS2,J,Very Good,59,7.2,7.28,4.55,62.8
7418,1.22,VS1,H,Ideal,55,6.8,6.84,4.25,62.3
7421,1.01,VS2,E,Ideal,57,6.48,6.44,3.97,61.5
7422,1.09,VS1,G,Premium,61,6.71,6.64,4.02,60.2
7423,1.17,VS2,G,Ideal,57,6.74,6.78,4.19,62
7424,1.26,VS2,H,Ideal,56,6.95,6.89,4.27,61.7
7429,1.34,VS2,H,Ideal,56,7.23,7.18,4.34,60.2
7430,1.01,VVS2,G,Good,56,6.34,6.4,4.02,63.1
7430,1.01,VS1,E,Ideal,57,6.41,6.45,3.96,61.6
7432,1.17,VS2,F,Very Good,56,6.71,6.76,4.2,62.4
7437,1.42,SI2,H,Good,61,7.01,7.09,4.36,61.8
7437,1.19,VS1,D,Good,55,6.68,6.64,4.25,63.8
7437,1.54,SI2,I,Very Good,60,7.34,7.31,4.64,63.3
7441,1.51,SI2,F,Premium,59,7.36,7.3,4.53,61.8
7443,1.09,VS2,E,Ideal,56,6.62,6.67,4.07,61.2
7445,1.39,SI2,E,Premium,58,7.11,6.99,4.42,62.7
7457,1.07,VVS2,G,Very Good,57,6.55,6.59,4.05,61.6
7459,1.04,VS2,F,Ideal,55,6.47,6.52,4.03,62
7463,1.29,SI1,G,Ideal,59,6.99,7.04,4.27,60.9
7464,1.7,SI2,J,Ideal,53,7.68,7.65,4.75,62
7465,1.01,VS1,F,Ideal,54,6.43,6.46,4.03,62.5
7465,1.01,VS1,F,Ideal,57,6.44,6.47,3.96,61.3
7468,1.51,SI1,E,Fair,53,7.15,7.1,4.79,67.2
7476,1.5,SI2,I,Premium,59,7.39,7.36,4.51,61.2
7477,1.26,SI1,H,Very Good,56,6.88,6.93,4.31,62.5
7479,1.06,VS1,F,Ideal,57,6.55,6.53,4.05,61.9
7480,1.11,VS2,E,Good,58,6.77,6.84,3.98,58.5
7480,1.32,VS1,I,Ideal,57,7.06,7.12,4.34,61.2
7485,1.25,VS1,I,Ideal,56,6.91,6.95,4.27,61.6
7495,1.5,SI2,H,Good,58,7.15,7.2,4.56,63.6
7495,1.12,VS1,G,Ideal,56,6.72,6.76,4.11,61
7498,1.3,SI1,H,Premium,59,7.18,7.12,4.28,59.9
7501,1.08,VS2,F,Premium,59,6.54,6.59,4.08,62.1
7504,1.13,VS2,F,Ideal,56,6.71,6.65,4.15,62.1
7504,1.52,VS2,J,Very Good,56,7.33,7.27,4.62,63.3
7508,2.12,I1,G,Premium,58,8.39,8.28,4.99,60
7509,1.1,VS2,F,Very Good,58,6.67,6.77,4.07,60.6
7511,1.03,VS1,G,Very Good,56.1,6.5,6.52,3.99,61.3
7526,1.5,SI2,I,Premium,58,7.34,7.24,4.43,60.8
7532,1,VS1,E,Very Good,55,6.34,6.29,3.99,63.2
7533,1.03,VS2,E,Ideal,56,6.45,6.54,4.01,61.7
7534,1.51,VS2,H,Premium,59,7.4,7.38,4.52,61.2
7535,1.5,SI1,G,Premium,60,7.27,7.17,4.5,62.3
7539,1.02,VS2,D,Good,58,6.36,6.4,4.03,63.2
7544,1.24,VS2,I,Ideal,56,6.86,6.89,4.25,61.8
7544,0.92,VS1,D,Very Good,58,6.19,6.24,3.85,61.9
7546,1.21,SI1,F,Ideal,55.7,6.8,6.85,4.25,62.3
7548,1.2,VS2,G,Ideal,56,6.86,6.81,4.23,61.9
7553,1,VVS2,E,Fair,58,6.59,6.64,3.76,56.8
7553,1.08,VS1,G,Ideal,56,6.62,6.65,4.05,61
7555,1.21,VS1,H,Premium,59,6.8,6.74,4.23,62.5
7560,1.25,VS1,H,Premium,57,7.11,7.05,4.2,59.3
7562,1.21,VS2,H,Premium,59,6.94,6.92,4.15,59.9
7562,1.21,VS2,H,Ideal,55,6.8,6.75,4.26,62.9
7563,1.24,SI1,E,Good,55,6.82,6.86,4.35,63.5
7564,1.17,VS1,G,Premium,56,6.81,6.75,4.23,62.4
7564,1.02,SI1,D,Ideal,56,6.4,6.49,3.97,61.7
7567,1.26,VS2,H,Very Good,52,6.89,6.84,4.38,63.8
7568,1.17,VS2,F,Premium,56,6.76,6.71,4.2,62.4
7572,1,VVS2,G,Good,60,6.34,6.38,3.92,61.6
7574,1.02,VS1,G,Ideal,55,6.45,6.41,4.04,62.8
7580,1.44,SI1,I,Premium,59,7.2,7.15,4.51,62.9
7583,1.56,SI2,H,Very Good,63,7.73,7.55,4.49,58.7
7584,1,VVS2,G,Very Good,59,6.47,6.51,3.88,59.8
7584,1.56,SI1,I,Very Good,58,7.31,7.35,4.61,62.9
7584,1.22,VS2,H,Ideal,56,6.81,6.75,4.26,62.8
7587,1.03,VS1,G,Ideal,56,6.47,6.53,4.01,61.7
7589,1,VVS2,G,Very Good,58,6.37,6.33,4.01,63.1
7589,1.54,SI2,I,Very Good,61,7.49,7.56,4.47,59.4
7592,1.36,VS1,I,Premium,59,7.1,7.06,4.39,62
7607,1,VS2,E,Very Good,59,6.41,6.48,3.93,61
7619,1.11,VS2,E,Premium,58,6.61,6.64,4.12,62.2
7621,1.3,IF,I,Premium,58,6.95,7,4.31,61.8
7623,1.22,VS2,H,Ideal,58,6.81,6.86,4.24,62
7625,1.08,VS2,F,Ideal,57,6.52,6.57,4.09,62.5
7631,1.54,SI2,I,Premium,58,7.51,7.43,4.57,61.2
7631,1.27,SI1,E,Ideal,58,6.87,6.91,4.3,62.4
7637,1.51,SI1,J,Very Good,59,7.22,7.28,4.52,62.3
7637,1.08,VS2,F,Premium,59,6.59,6.54,4.08,62.1
7643,1.53,SI2,E,Good,56,7.69,7.65,4.38,57.1
7644,1.05,VS1,G,Premium,59,6.6,6.55,4.02,61.1
7644,1,VVS1,G,Ideal,56,6.4,6.29,3.95,62.3
7644,1.4,SI1,I,Very Good,59,7.19,7.23,4.42,61.3
7651,1.51,VS2,J,Ideal,57,7.35,7.3,4.57,62.4
7653,1.04,VS2,D,Very Good,56,6.53,6.58,4.02,61.2
7654,1.02,VS1,F,Ideal,56,6.54,6.5,3.98,61
7655,1.04,VS1,G,Ideal,55,6.57,6.61,4,60.7
7656,1.55,VS2,I,Premium,58,7.48,7.44,4.57,61.3
7665,1.01,VS1,E,Good,55,6.41,6.32,4.06,63.8
7665,1.01,VVS2,G,Very Good,59,6.38,6.34,4.02,63.2
7665,1.01,VS1,E,Ideal,55,6.45,6.4,4.03,62.7
7666,1.05,VS1,E,Very Good,59,6.57,6.75,3.98,59.8
7666,1.21,VS2,G,Ideal,56,6.77,6.87,4.23,62
7666,1.2,VS2,F,Good,60,6.6,6.65,4.23,63.8
7677,1.02,VS1,F,Premium,58,6.44,6.4,4.03,62.8
7682,1.02,VS1,F,Very Good,60,6.25,6.33,4,63.6
7683,1.32,SI1,F,Premium,60,7.11,7.16,4.26,59.7
7688,1.1,VS1,G,Ideal,57,6.66,6.59,4.06,61.3
7688,1.2,VVS2,G,Ideal,57,6.84,6.79,4.2,61.7
7691,1.26,VS1,H,Ideal,56,7.01,6.97,4.29,61.4
7693,1.51,SI2,I,Ideal,54,7.28,7.34,4.59,62.8
7695,1.59,SI1,J,Premium,60,7.42,7.46,4.65,62.5
7695,1.54,VS2,J,Very Good,60,7.34,7.37,4.61,62.7
7697,1.03,VS2,D,Ideal,54.8,6.47,6.51,4.02,62
7703,1.21,SI1,E,Very Good,60,6.78,6.76,4.21,62.2
7706,1.06,VS2,F,Very Good,58,6.53,6.57,4.03,61.5
7708,1.5,SI1,H,Very Good,57,7.27,7.23,4.59,63.4
7714,1.3,VS1,H,Premium,58,6.96,6.98,4.29,61.5
7714,1.5,SI2,H,Good,62,7.44,7.49,4.36,58.4
7723,1.51,SI2,H,Good,60,7.23,7.28,4.58,63.1
7727,1.54,SI2,I,Premium,61,7.46,7.41,4.47,60.1
7728,1.2,VS2,G,Premium,61,6.74,6.68,4.17,62.1
7732,1.31,VS2,H,Premium,58,7.19,7.09,4.27,59.8
7737,1.51,SI2,E,Very Good,58,7.19,7.16,4.54,63.3
7737,1.57,SI1,J,Ideal,57,7.45,7.39,4.62,62.3
7738,1.02,VS1,E,Very Good,60,6.49,6.54,3.94,60.5
7740,1.11,VS2,F,Ideal,57,6.65,6.67,4.1,61.6
7742,1.33,SI1,H,Ideal,57,7.14,7.2,4.31,60.1
7743,1,VS2,G,Very Good,55,6.44,6.5,3.95,61.1
7744,1,VS1,E,Premium,59,6.51,6.54,3.94,60.4
7745,1.01,VS1,F,Ideal,57,6.42,6.46,3.99,62
7747,0.9,IF,E,Very Good,55,6.05,6.09,3.88,63.9
7754,1.61,SI1,H,Premium,58,7.47,7.4,4.67,62.8
7761,1.2,SI1,D,Ideal,55,6.71,6.79,4.23,62.7
7767,1.38,SI2,F,Ideal,58,7.12,7.17,4.43,62
7768,1.07,VS1,E,Very Good,60,6.49,6.58,4.05,62
7776,1.06,VS2,F,Ideal,57,6.6,6.57,4.03,61.1
7779,1.59,SI2,D,Premium,61,7.62,7.56,4.51,59.4
7780,1.34,VS2,G,Premium,60,7.13,7.07,4.33,61
7780,1.51,SI1,H,Ideal,56,7.25,7.18,4.45,61.7
7785,1.01,VS1,D,Very Good,56,6.38,6.33,4.01,63.1
7786,1.21,VS2,F,Good,55,6.71,6.77,4.28,63.5
7788,1.06,VS2,E,Ideal,55,6.59,6.51,4.05,61.8
7792,1.21,VS2,G,Ideal,57,6.9,6.85,4.21,61.2
7792,1.01,VS2,D,Ideal,57,6.39,6.36,4,62.7
7802,1.72,I1,E,Ideal,55,7.7,7.67,4.78,62.2
7806,1.21,VS2,G,Ideal,56,6.87,6.77,4.23,62
7811,1.59,VS2,J,Premium,59,7.43,7.45,4.66,62.6
7811,1.21,VS1,H,Ideal,53,6.83,6.86,4.27,62.4
7812,1.12,SI1,F,Ideal,56,6.64,6.68,4.11,61.7
7812,1,VS1,D,Premium,55,6.41,6.34,3.96,62.1
7812,1.5,SI2,H,Premium,60,7.29,7.24,4.52,62.2
7813,1.57,VS2,J,Very Good,60,7.34,7.41,4.62,62.6
7813,1.09,VS2,E,Premium,59,6.62,6.54,4.05,61.6
7816,1.22,VS1,H,Premium,59,6.85,6.79,4.26,62.5
7823,1.51,SI2,H,Very Good,58,7.29,7.25,4.53,62.3
7826,1.21,VS2,F,Very Good,58,6.73,6.67,4.24,63.3
7826,1.05,VS1,E,Good,59,6.45,6.49,4.08,63.1
7832,1.57,VS2,J,Very Good,59,7.53,7.61,4.56,60.2
7839,1.01,VS1,E,Premium,60,6.36,6.32,3.99,62.9
7847,1.01,VVS2,G,Very Good,59,6.42,6.5,3.93,60.8
7854,2.5,I1,G,Fair,57,8.48,8.44,5.47,64.7
7858,1.74,SI2,I,Premium,58,7.65,7.61,4.75,62.2
7862,1.53,SI1,H,Very Good,56,7.32,7.27,4.6,63.1
7862,1.01,VVS2,G,Premium,58,6.52,6.49,3.95,60.7
7863,1.11,VS2,D,Good,57,6.61,6.64,4.18,63.2
7899,1.52,VS2,J,Premium,59,7.31,7.28,4.52,62
7900,1.06,VVS2,G,Ideal,57,6.55,6.57,4,61
7903,1.12,VS1,F,Premium,58,6.72,6.68,4.1,61.2
